ACADEMIC_YEAR,CURRENT_APPLICATION_NUMBER,CURRENT_INSTITUTE_NAME,CURRENT_INSTITUTE_ADDRESS,PROGRAMME,LEVEL_CATEGORY,INSTI_REGION,INSTI_STATE,INSTITUTE_DISTRICT,INSTI_CITY,INST_TYPE,WOMEN_INST_FLAG,MINORITY_FLAG,sno
2013-2014,1-1357806084,PRAGATI MAHAVIDYALAYA P.G.COLLEGE,"4-3-148, HANUMAN TEKDI, KANDASWAMY LANE
HYDERABAD
PIN NO 500095
ANDHRA PRADESH",MCA,PG,South-Central,Telangana,HYDERABAD,HYDERABAD,Unaided - Private,N,"N",95
2013-2014,1-1363686922,ABES INSTITUTE OF MANAGEMENT,"CAMPUS-2, 
19TH KM STONE, 
NATIONAL HIGHWAY-24,
VIJAY NAGAR
GHAZIABAD CITY
GHAZIABAD",MANAGEMENT,PG,Northern,Uttar Pradesh,GHAZIABAD,GHAZIABAD,Unaided - Private,N,"N",96
2013-2014,1-1364173993,JECRC BUSINESS SCHOOL,"SHRI RAM KI NANAGAL, VIA-VATIKA, TONK ROAD, JAIPUR",MANAGEMENT,PG,North-West,Rajasthan,JAIPUR,JAIPUR,Unaided - Private,N,"N",97
2013-2014,1-1623626752,VISHWATEJA COLLEGE OF PHARMACY,"NIRUP NAGAR, DEVANNAPET(V), HASANPARTHY(MAN), WARANGAL(DIST)-506370(AP)",PHARMACY,UG,South-Central,Telangana,WARANGAL,HANAMKONDA,Unaided - Private,N,"N",98
2013-2014,1-1372744093,M.D.N.SCHOOL OF PHARMACY,"NARWANA ROAD,KALAYAT",PHARMACY,DIPLOMA,North-West,Haryana,KAITHAL,KALAYAT,Unaided - Private,N,"N",99
2013-2014,1-1349328052,SWAMI VIVEKANAND COLLEGE OF MGT,"CHANDIGARH PATIALA NATIONAL HIGHWAY
SECTOR 8, RAMNAGAR, BANUR
TEH. RAJPURA, DISTT. PATIALA",MANAGEMENT,PG,North-West,Punjab,PATIALA,BANUR,Unaided - Private,N,"N",100
2013-2014,1-1423581822,SRI SAI PG COLLEGE,"UYYALAWADA,
NAGAR KURNOOL (P.O. & MANDAL)
MAHABOOBNAGAR DIST-509 209.
ANDHRA PRADESH",MCA,PG,South-Central,Telangana,MAHABUBNAGAR,NAGARKURNOOL,Unaided - Private,N,"N",101
2013-2014,1-1423581822,SRI SAI PG COLLEGE,"UYYALAWADA,
NAGAR KURNOOL (P.O. & MANDAL)
MAHABOOBNAGAR DIST-509 209.
ANDHRA PRADESH",MANAGEMENT,PG,South-Central,Telangana,MAHABUBNAGAR,NAGARKURNOOL,Unaided - Private,N,"N",102
2013-2014,1-1504938872,SHREE R. R. TANTI INSTITUTE OF MANAGEMENT,"508, SHREE R. R. TANTI BHAVAN,  SHREE SWAMINARAYAN GURUKUL, GIDC",MANAGEMENT,PG,Central,Gujarat,BHARUCH,ANKLESHWAR,Unaided - Private,N,"N",103
2013-2014,1-1350208652,TRR ENGINEERING COLLEGE OF WOMEN,INOLE (V) PATANCHERU (M) MEDAK (DIST),ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,MEDAK,PATANCHERU,Unaided - Private,Y,"N",104
2013-2014,1-1350208652,TRR ENGINEERING COLLEGE OF WOMEN,INOLE (V) PATANCHERU (M) MEDAK (DIST),ENGINEERING AND TECHNOLOGY,PG,South-Central,Telangana,MEDAK,PATANCHERU,Unaided - Private,Y,"N",105
2013-2014,1-1349425082,SWAMI VIVEKANAND BUSINESS SCHOOL,"CHANDIGARH PATIALA NATIONAL HIGHWAY
SECTOR 8, RAMNAGAR, BANUR
TEH. RAJPURA, DISTT. PATIALA",MANAGEMENT,PG,North-West,Punjab,PATIALA,BANUR,Unaided - Private,N,"N",106
2013-2014,1-1349432413,SHRI RAMSWAROOP MEMORIAL BUSINESS SCHOOL,"VILLAGE-UTTARDHAUNA, PARGANA-LUCKNOW",MANAGEMENT,PG,Northern,Uttar Pradesh,LUCKNOW,LUCKNOW,Unaided - Private,N,"N",107
2013-2014,1-1372246563,DR. Y S RAJASEKHAR REDDY INSTITUTE OF ENGINEERING & TECHNOLOGY,"CHINNAMACHUPPALLI(V) 
CHENNUR ROAD
KADAPA - 516 162",ENGINEERING AND TECHNOLOGY,UG,South-Central,Andhra Pradesh,YSR DISTRICT,KADAPA,Unaided - Private,N,"N",108
2013-2014,1-1372246563,DR. Y S RAJASEKHAR REDDY INSTITUTE OF ENGINEERING & TECHNOLOGY,"CHINNAMACHUPPALLI(V) 
CHENNUR ROAD
KADAPA - 516 162",ENGINEERING AND TECHNOLOGY,PG,South-Central,Andhra Pradesh,YSR DISTRICT,KADAPA,Unaided - Private,N,"N",109
2013-2014,1-1372395722,S. D. INSTITUTE OF TECHNOLOGY & MANAGEMENT,"BALLANA, ISRANA
PANIPAT, HARYANA
PIN -132107",MANAGEMENT,PG,North-West,Haryana,PANIPAT,"BALLANA, ISRANA",Unaided - Private,N,"N",110
2013-2014,1-1372395722,S. D. INSTITUTE OF TECHNOLOGY & MANAGEMENT,"BALLANA, ISRANA
PANIPAT, HARYANA
PIN -132107",ENGINEERING AND TECHNOLOGY,UG,North-West,Haryana,PANIPAT,"BALLANA, ISRANA",Unaided - Private,N,"N",111
2013-2014,1-1372395722,S. D. INSTITUTE OF TECHNOLOGY & MANAGEMENT,"BALLANA, ISRANA
PANIPAT, HARYANA
PIN -132107",ENGINEERING AND TECHNOLOGY,DIPLOMA,North-West,Haryana,PANIPAT,"BALLANA, ISRANA",Unaided - Private,N,"N",112
2013-2014,1-1370312425,GOVINDAM INSTITUTE OF ENGINEERING & TECHNOLOGY,"655,  BILWA, SANAGANER,JAIPUR",ENGINEERING AND TECHNOLOGY,UG,North-West,Rajasthan,JAIPUR,JAIPUR,Unaided - Private,N,"N",113
2013-2014,1-1498374694,CHILKUR BALAJI COLLEGE OF COMPUTER SCIENCES,"R.V.S. NAGAR, AZIZ NAGAR POST, MOINABAD ROAD, NEAR: A.P. POLICE ACADEMY, R.R. DISTRICT.",MCA,PG,South-Central,Telangana,RANGAREDDI,HYDERABAD,Unaided - Private,N,"N",114
2013-2014,1-1498374694,CHILKUR BALAJI COLLEGE OF COMPUTER SCIENCES,"R.V.S. NAGAR, AZIZ NAGAR POST, MOINABAD ROAD, NEAR: A.P. POLICE ACADEMY, R.R. DISTRICT.",MANAGEMENT,PG,South-Central,Telangana,RANGAREDDI,HYDERABAD,Unaided - Private,N,"N",115
2013-2014,1-1471505652,LORD KRISHNA COLLEGE OF MANAGEMENT,"16 KM STONE, GHAZIABAD-HAPUR ROAD, NATIONAL HIGHWAY-24, CHIJARSI KULICH NAGAR, GHAZIABAD, U.P.-201302",MANAGEMENT,PG,Northern,Uttar Pradesh,GHAZIABAD,GHAZIABAD,Unaided - Private,N,"N",116
2013-2014,1-1493471157,"S. D. COLLEGE OF MANAGEMENT, ISRANA","BALANA, ISRANA
PANIPAT, HARYANA",MANAGEMENT,PG,North-West,Haryana,PANIPAT,PANIPAT,Unaided - Private,N,"N",117
2013-2014,1-1345996414,P R PATIL COLLEGE OF MANAGEMENT.,"GAJANAN TOWNSHIP,
 KATHORA ROAD,
 AMRAVATI",MCA,PG,Western,Maharashtra,AMRAVATI,AMRAVATI,Unaided - Private,N,"N",118
2013-2014,1-1345996414,P R PATIL COLLEGE OF MANAGEMENT.,"GAJANAN TOWNSHIP,
 KATHORA ROAD,
 AMRAVATI",MANAGEMENT,PG,Western,Maharashtra,AMRAVATI,AMRAVATI,Unaided - Private,N,"N",119
2013-2014,1-1502994819,SANA INSTITUTE OF COMPUTER STUDIES,"260/A1 CHEMUDUGUNTA,
VENKATCHALAM MANDAL
NELLORE DISTRICT
ANDHRA PRADESH
PIN 524 320",MANAGEMENT,PG,South-Central,Andhra Pradesh,NELLORE,NELLORE,Unaided - Private,N,"Y",120
2013-2014,1-1351761163,SMT. SARALABEN VASANTBHAI MALAVIYA SCHOOL OF MANAGEMENT,"SMT. SARALABEN VASANTBHAI MALAVIYA SCHOOL OF MANAGEMENT
C/O P.D. MALAVIYA COLLEGE OF COMMERCE, GONDAL ROAD, RAJKOT
GUJARAT -INDIA 360 004",MANAGEMENT,PG,Central,Gujarat,RAJKOT,RAJKOT,Unaided - Private,N,"N",121
2013-2014,1-1511734513,CH INSTITUTE OF MANAGEMENT,"BAROLI
UJJAIN ROAD",MANAGEMENT,PG,Central,Madhya Pradesh,INDORE,INDORE,Unaided - Private,N,"N",122
2013-2014,1-1378259662,HARYANA INSTITUTE OF ENGINEERING & TECHNOLOGY,"AMBALA ROAD, NH-65,
KAITHAL
HARYANA - 136027",ENGINEERING AND TECHNOLOGY,UG,North-West,Haryana,KAITHAL,KAITHAL,Unaided - Private,N,"N",123
2013-2014,1-1380199852,TECHNOCRATS INSTITUTE OF TECHNOLOGY-MCA,"INFRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B. NO-24, BHEL, BHOPAL",MCA,PG,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,"N",124
2013-2014,1-1380199852,TECHNOCRATS INSTITUTE OF TECHNOLOGY-MCA,"INFRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B. NO-24, BHEL, BHOPAL",MANAGEMENT,PG,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,"N",125
2013-2014,1-1355814088,INTERNATIONAL INSTITUTE OF ENGINEERING & TECHNOLOGY,"406,
GLIMSES PALACE
BOMIKHAL",ENGINEERING AND TECHNOLOGY,UG,Eastern,Orissa,KHORDHA,BHUBANESWAR,Unaided - Private,N,"N",126
2013-2014,1-1539482062,RAMARAJA INSTITUTE OF TECHNOLOGY AND SCIENCE(MCA),"C.RAMAPURAM VILLAGE
RAMACHANDRAPURAM MANDAL
NEAR TIRUPATI
CHITTOOR DISTRICT
ANDHRA PRADESH",MCA,PG,South-Central,Andhra Pradesh,CHITTOOR,TIRUPATI,Unaided - Private,N,"N",127
2013-2014,1-1487322402,MALLA REDDY PG COLLEGE,"S.NO. 563, MAISAMMAGUDA, DHULAPALLY, POST VIA HAKIMPET, SECUNDERABAD - 500014.",MCA,PG,South-Central,Telangana,RANGAREDDI,SECUNDERABAD,Unaided - Private,N,"N",128
2013-2014,1-1487322402,MALLA REDDY PG COLLEGE,"S.NO. 563, MAISAMMAGUDA, DHULAPALLY, POST VIA HAKIMPET, SECUNDERABAD - 500014.",MANAGEMENT,PG,South-Central,Telangana,RANGAREDDI,SECUNDERABAD,Unaided - Private,N,"N",129
2013-2014,1-1485684584,MANAV SCHOOL OF BUSINESS MANAGEMENT,"SURAT NAGPUR HIGHWAY NH 6, VYALA, TAL BALAPUR",MANAGEMENT,PG,Western,Maharashtra,AKOLA,AKOLA,Unaided - Private,N,"N",130
2013-2014,1-1376069115,SRI VENKATESWARA HINDU COLLEGE OF ENGINEERING,"MANGINIPUDI BEACH ROAD
POTHEPALLY
MACHILIPATNAM - 521002.",MCA,PG,South-Central,Andhra Pradesh,KRISHNA,MACHILIPATNAM,Unaided - Private,N,"N",131
2013-2014,1-1544847133,PRIYADARSHINI P.G.CENTRE MBA,"PRIYADARSHINI P.G.CENTRE,
BUJA BUJA NELLORE,
A.K.NAGAR(POST),
NELLORE - 524004.",MANAGEMENT,PG,South-Central,Andhra Pradesh,NELLORE,NELLORE,Unaided - Private,N,"N",132
2013-2014,1-1378259662,HARYANA INSTITUTE OF ENGINEERING & TECHNOLOGY,"AMBALA ROAD, NH-65,
KAITHAL
HARYANA - 136027",MANAGEMENT,PG,North-West,Haryana,KAITHAL,KAITHAL,Unaided - Private,N,"N",133
2013-2014,1-1378259662,HARYANA INSTITUTE OF ENGINEERING & TECHNOLOGY,"AMBALA ROAD, NH-65,
KAITHAL
HARYANA - 136027",ENGINEERING AND TECHNOLOGY,PG,North-West,Haryana,KAITHAL,KAITHAL,Unaided - Private,N,"N",134
2013-2014,1-1380274402,TECHNOCRATS INSTITUTE OF TECHNOLOGY-DIPLOMA PHARMACY,"INFRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.BOX NO. 24, BHEL,BHOPAL",PHARMACY,DIPLOMA,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,"N",135
2013-2014,1-1384502732,DALIA INSTITUTE OF MANAGEENT (WOMEN  MCA COLLEGE),"AHMEDABAD - MUMABAI HIGHWAY NO. 8,
NR. BAREJA, 
AT & PO. KANERA,
TS. & DIST. KHEDA",MCA,PG,Central,Gujarat,KHEDA,KANERA,Unaided - Private,Y,"N",136
2013-2014,1-1423756443,GAYATRI SCHOOL OF BUSINESS,"3-1A,1B, RAMCHANDRA NAGAR, 
TONDAVADA PANCHAYAT
CHANDRAGIRI MANDAL
CHITTOOR DIST",MCA,PG,South-Central,Andhra Pradesh,CHITTOOR,TIRUPATI,Unaided - Private,N,"N",137
2013-2014,1-1423756443,GAYATRI SCHOOL OF BUSINESS,"3-1A,1B, RAMCHANDRA NAGAR, 
TONDAVADA PANCHAYAT
CHANDRAGIRI MANDAL
CHITTOOR DIST",MANAGEMENT,PG,South-Central,Andhra Pradesh,CHITTOOR,TIRUPATI,Unaided - Private,N,"N",138
2013-2014,1-1577343793,INSTITUTE OF ADVANCE COMPUTER AND INFORMATION TECHNOLOGY,"PDVVP FOUNDATION
PO MIDC,
VILADGHAT,
NR COLLEGE OF ENGINEERING",MCA,PG,Western,Maharashtra,AHMEDNAGAR,AHMEDNAGAR,Unaided - Private,N,"N",139
2013-2014,1-1544814434,PRIYADARSHINI P.G.CENTRE MCA,"PRIYADARSHINI P.G. CENTRE
BUJA BUJA NELLORE,
A.K.NAGAR(POST)
NELLORE",MCA,PG,South-Central,Andhra Pradesh,NELLORE,NELLORE,Unaided - Private,N,"N",140
2013-2014,1-1388777793,AVANTHI'S RESEARCH & SCIENTIFIC TECHNOLOGICAL ACADEMY,"KAVULAVADA VILLAGE,
BHOGAPURAM MANDAL
VIZIANAGARAM DIST.",ENGINEERING AND TECHNOLOGY,UG,South-Central,Andhra Pradesh,VIZIANAGARAM,KAVULAVADA VILLAGE,Unaided - Private,N,"N",141
2013-2014,1-1612782152,NARSAPUR INSTITUTE OF TECHNOLOGY,"RAJEEV NAGAR ROAD, LAKSHMANESWRAM VILLAGE
NARSAPUR
WEST GODVARI DISTRICT
ANDHRA PRADESH",ENGINEERING AND TECHNOLOGY,UG,South-Central,Andhra Pradesh,WEST GODAVARI,NARSAPUR,Unaided - Private,N,"N",142
2013-2014,1-1484769383,MALLA REDDY INSTITUTE OF BUSINESS MANAGEMENT,"MAISAMMAGUDA,
DHULAPALLY (POST VIA HAKIMPET),
SECUNDERABAD",MANAGEMENT,PG,South-Central,Telangana,RANGAREDDI,SECUNDERABAD,Unaided - Private,N,"N",143
2013-2014,1-1478833413,VITS WOMEN'S ENGINEERING COLLEGE,"SURVEY NO 682-720 &725, VILLAGE BOMMAKAL, KARIMNAGAR",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,KARIMNAGAR,"BOMMAKAL, KARIMNAGAR",Unaided - Private,Y,"N",144
2013-2014,1-1443447202,SHRI SHANKARRAO CHAVHAN INSTITUTE OF TECHNOLOGY,"SURVEY NO:- 55/2, 55/3, GADA",ENGINEERING AND TECHNOLOGY,DIPLOMA,Western,Maharashtra,NAGPUR,KAMPTEE,Unaided - Private,N,"N",145
2013-2014,1-1550573129,MAHARAJA INSTITUTE OF MANAGEMENT,"NEAR ABHILASHA COLONY
DEWAS ROAD 
UJJAIN",MANAGEMENT,PG,Central,Madhya Pradesh,UJJAIN,UJJAIN,Unaided - Private,N,"N",146
2013-2014,1-1562921041,M.S.INSTITUTE OF TECHNOLOGY,"VPO MIRCHPUR, TEHSIL NARNAUND DISTRICT HISAR, HARYANA-125039",ENGINEERING AND TECHNOLOGY,DIPLOMA,North-West,Haryana,HISAR,MIRCHPUR,Unaided - Private,N,"N",147
2013-2014,1-1581870706,ADVANCE INSTITUTE OF PHARMACEUTICAL EDUCATION & RESEARCH,"355, NARAMAU, NARAMAU KACHHAR, G.T.ROAD, KANPUR",PHARMACY,UG,Northern,Uttar Pradesh,KANPUR NAGAR,KANPUR,Unaided - Private,N,"N",148
2013-2014,1-1598628762,VINAYAK MANAGEMENT SCHOOL,"PLOT NO. 6-C, KNOWLEDGE PARK - II,",MANAGEMENT,PG,Northern,Uttar Pradesh,GAUTHAM BUDDHA NAGAR,GRATER NOIDA,Unaided - Private,N,"N",149
2013-2014,1-1388539264,ST. ANN'S ENGINEERING COLLEGE,"NAYUNIPALLI VILLAGE
CHALLAREDDYPALEM
VETAPALEM MANDAL
PRAKASAM DISTRICT
ANDHRAPRADESH",MANAGEMENT,PG,South-Central,Andhra Pradesh,PRAKASAM,CHIRALA,Unaided - Private,N,"N",150
2013-2014,1-1388539264,ST. ANN'S ENGINEERING COLLEGE,"NAYUNIPALLI VILLAGE
CHALLAREDDYPALEM
VETAPALEM MANDAL
PRAKASAM DISTRICT
ANDHRAPRADESH",ENGINEERING AND TECHNOLOGY,UG,South-Central,Andhra Pradesh,PRAKASAM,CHIRALA,Unaided - Private,N,"N",151
2013-2014,1-1407291594,KAKATIYA COLLEGE OF COMPUTER SCIENCES,"23-6-203/2, HUNTER ROAD , HANAMKONDA, WARAGAL,
ANDHRA  PRADESH.",MCA,PG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,N,"N",152
2013-2014,1-1407291594,KAKATIYA COLLEGE OF COMPUTER SCIENCES,"23-6-203/2, HUNTER ROAD , HANAMKONDA, WARAGAL,
ANDHRA  PRADESH.",MANAGEMENT,PG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,N,"N",153
2013-2014,1-1419103162,RAJIV GANDHI COLLEGE OF MANAGEMENT,"AT. PO. BALASINOR,
DIST-KHEDA,
GUJARAT STATE,
PIN-388255",MANAGEMENT,PG,Central,Gujarat,KHEDA,BALASINOR,Unaided - Private,N,"N",154
2013-2014,1-1518751422,LOKMANYA TILAK COLLEGE OF BUSINESS MANAGEMENT,"SEETHARAMPET (V)

IBRAHIMPATNAM (M)

RANGAREDDY (DIST)",MANAGEMENT,PG,South-Central,Telangana,RANGAREDDI,HYDERABAD,Unaided - Private,N,"N",155
2013-2014,1-1515362781,"NANDURBAR TALUKA VIDHAYAK SAMITI'S, INSTITUTE OF TECHNOLOGY","NEAR KHODAI MATA MANDIR, NANDURBAR",ENGINEERING AND TECHNOLOGY,DIPLOMA,Western,Maharashtra,NANDURBAR,NANDURBAR,Unaided - Private,N,"Y",156
2013-2014,1-1485099005,PRAGATHI SCHOOL OF INFORMATION TECHNOLOGY,"PRAGATHI SCHOOL OF INFORMATION TECHNOLOGY

BESIDES: WIMS HOSPITAL FLY OVER BRIDGE

HUNTER ROAD- WARANGAL (URUS)

WARANGAL-506 002",MCA,PG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,N,"N",157
2013-2014,1-1485099005,PRAGATHI SCHOOL OF INFORMATION TECHNOLOGY,"PRAGATHI SCHOOL OF INFORMATION TECHNOLOGY

BESIDES: WIMS HOSPITAL FLY OVER BRIDGE

HUNTER ROAD- WARANGAL (URUS)

WARANGAL-506 002",MANAGEMENT,PG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,N,"N",158
2013-2014,1-1484985371,IIMT COLLEGE OF BUSINESS STUDIES,"""O"" POCKET, GANGA NAGAR, MAWANA ROAD, MEERUT",MANAGEMENT,PG,Northern,Uttar Pradesh,MEERUT,MEERUT,Unaided - Private,N,"N",159
2013-2014,1-1470909722,REVERA SCHOOL OF BUSINESS MANAGEMENT,"AT: HATANE  PO: BANDHAN  TAL: VIKRAMGAD
DIST: THANE",MANAGEMENT,PG,Western,Maharashtra,THANE,AT: HATANE  PO: BANDHAN,Unaided - Private,N,"N",160
2013-2014,1-1441561926,"AMITY SCHOOL OF COMPUTER SCIENCES, NOIDA","ASCS CAMPUS, I BLOCK POST BOX 503 SECTOR 44 NOIDA 201303",MCA,PG,Northern,Uttar Pradesh,GAUTAM BUDDHA NAGAR,NOIDA,Unaided - Private,N,"N",161
2013-2014,1-1455456201,INSTITUTE OF TECHNOLOGY AND MANAGEMENT,"AL-1 SECTOR-7, GIDA",MCA,PG,Northern,Uttar Pradesh,GORAKHPUR,GORAKHPUR,Unaided - Private,N,"N",162
2013-2014,1-1449631191,SAMSKRUTI FACULTY OF BUSINESS MANAGEMENT,"KONDAPUR VILLAGE
GHATKESAR MANDAL
RANGA REDDY DIST
PIN : 501301",MANAGEMENT,PG,South-Central,Telangana,RANGAREDDI,GHATKESAR,Unaided - Private,N,"N",163
2013-2014,1-1451358483,M R COLLEGE OF BUSINESS MANAGEMENT,"MAISAMMAGUDA
DHULAPALLY (POST VIA HAKIMPET),
SECUNDERABAD",MANAGEMENT,PG,South-Central,Telangana,RANGAREDDI,SECUNDERABAD,Unaided - Private,N,"N",164
2013-2014,1-1454746602,SRI SARATHI INSTITUTE OF ENGINEERING AND TECHNOLOGY-MCA,"2-78-10A,
NEAR MDO OFFICE,
NUZVID-521201,
KRISHNA DIST., A.P., INDIA",MCA,PG,South-Central,Andhra Pradesh,KRISHNA,NUZVID,Unaided - Private,N,"N",165
2013-2014,1-1414961745,R.M.D. ENGINEERING COLLEGE(MCA),"R.S.M. NAGAR,GUMMIDIPONDI TALUK",MCA,PG,Southern,Tamil Nadu,THIRUVALLUR,KAVARAIPETTAI,Unaided - Private,N,"Y",166
2013-2014,1-1398310762,SVS INSTITUTE OF COMPUTER APPLICATIONS,"ARASAMPALAYAM (POST)
POLLACHI
COIMBATORE",MCA,PG,Southern,Tamil Nadu,COIMBATORE,COIMBATORE,Unaided - Private,N,"N",167
2013-2014,1-1387003084,ST. ANN'S COLLEGE OF PG STUDIES,"NAYUNIPALLI VILLAGE
CHALLAREDDYPALEM
NAYUNIPALLI VILLAGE",MCA,PG,South-Central,Andhra Pradesh,PRAKASAM,CHIRALA,Unaided - Private,N,"N",168
2013-2014,1-1423756632,GAYATRI SCHOOL OF MANAGEMENT STUDIES AND SCIENCE,"3-1B,1C,1D, RAMCHANDRA NAGAR, TONDAVADA, TIRUPATI",MCA,PG,South-Central,Andhra Pradesh,CHITTOOR,TIRUPATI,Unaided - Private,N,"N",169
2013-2014,1-1423756632,GAYATRI SCHOOL OF MANAGEMENT STUDIES AND SCIENCE,"3-1B,1C,1D, RAMCHANDRA NAGAR, TONDAVADA, TIRUPATI",MANAGEMENT,PG,South-Central,Andhra Pradesh,CHITTOOR,TIRUPATI,Unaided - Private,N,"N",170
2013-2014,1-1441478242,VIKAS COLLEGE OF SCIENCE & TECHNOLOGY,"PUTRELA ROAD
VISSANNAPETA (POST&MANDAL)
KRISHNA DISTRICT",MCA,PG,South-Central,Andhra Pradesh,KRISHNA,VISSANNAPETA,Unaided - Private,N,"N",171
2013-2014,1-1443607663,ADVENT INSTITUTE OF MANAGEMENT SCIENCE & TECH.(AIMST),"KNOWLEDGE PARK, 
OFF BADI ROAD, THUR",MANAGEMENT,PG,North-West,Rajasthan,UDAIPUR,UDAIPUR,Unaided - Private,N,"N",172
2013-2014,1-1471485431,GIRIJABAI SAIL INSTITUTE OF MANAGEMENT,UTKAGALI ADJACENT TO KARNATAKA GOA BORDER CHECK POST MAJALI VILLAGE KARWAR UTTARA KANNADA DISTRICT-581345,MANAGEMENT,PG,South-West,Karnataka,UTTARA KANNADA,KARWAR,Unaided - Private,N,"N",173
2013-2014,1-1442135294,CM INSTITUTE OF MANAGEMENT,"SY.NO. 114,115,
SURARAM X ROADS,
IDA JEEDIMETLA,
QUTUBULLAPUR (M),
RANGAREDDY,
HYDERABAD-55",MANAGEMENT,PG,South-Central,Telangana,RANGAREDDI,HYDERABAD,Unaided - Private,N,"N",174
2013-2014,1-1442135294,CM INSTITUTE OF MANAGEMENT,"SY.NO. 114,115,
SURARAM X ROADS,
IDA JEEDIMETLA,
QUTUBULLAPUR (M),
RANGAREDDY,
HYDERABAD-55",MCA,PG,South-Central,Telangana,RANGAREDDI,HYDERABAD,Unaided - Private,N,"N",175
2013-2014,1-1413424142,CHIRANJEEVI REDDY GROUP OF INSTITUTIONS,"RACHANAPALLY, BELLARY ROAD, ANANTAPUR",ENGINEERING AND TECHNOLOGY,UG,South-Central,Andhra Pradesh,ANANTAPUR,ANANTAPUR,Unaided - Private,N,"N",176
2013-2014,1-1413424142,CHIRANJEEVI REDDY GROUP OF INSTITUTIONS,"RACHANAPALLY, BELLARY ROAD, ANANTAPUR",MANAGEMENT,PG,South-Central,Andhra Pradesh,ANANTAPUR,ANANTAPUR,Unaided - Private,N,"N",177
2013-2014,1-1451195902,AVANTHI`S SRI GNANESWARI RESEARCH AND TECHNOLOGICAL ACADEMY,"SRI GNANESWARI RESEARCH & TECHNOLOGICAL ACADEMY FOR WOMEN
KAVULAWADA VILLAGE,
BHOGAPURAM MANDALAM,
VIZIANAGARAM DISTRICT",ENGINEERING AND TECHNOLOGY,UG,South-Central,Andhra Pradesh,VIZIANAGARAM,VIZIANAGARAM,Unaided - Private,Y,"N",178
2013-2014,1-1451195902,AVANTHI`S SRI GNANESWARI RESEARCH AND TECHNOLOGICAL ACADEMY,"SRI GNANESWARI RESEARCH & TECHNOLOGICAL ACADEMY FOR WOMEN
KAVULAWADA VILLAGE,
BHOGAPURAM MANDALAM,
VIZIANAGARAM DISTRICT",MANAGEMENT,PG,South-Central,Andhra Pradesh,VIZIANAGARAM,VIZIANAGARAM,Unaided - Private,Y,"N",179
2013-2014,1-1602816331,SARDAR PATEL INSTITUTE OF MANAGEMENT,"AT & PO. SAMI
TALUKO : SAMI
DIST : PATAN
PIN-384245.",MANAGEMENT,PG,Central,Gujarat,PATAN,PATAN,Private-Aided,N,"N",180
2013-2014,1-1485687833,MANAV SCHOOL OF ARCHITECTURE,"SURAT NAGPUR HIGHWAY NH 6, VYALA, TAL BALAPUR",ARCHITECTURE AND TOWN PLANNING,UG,Western,Maharashtra,AKOLA,AKOLA,Unaided - Private,N,"N",181
2013-2014,1-1487097632,ANNIE BESANT POST GRADUATE COLLEGE (MBA),"GURRALAPADU,
KODAD X-ROADS,
KHAMMAM - 507 170",MANAGEMENT,PG,South-Central,Telangana,KHAMMAM,KHAMMAM RURAL,Unaided - Private,N,"N",182
2013-2014,1-1451256734,MASTER INSTITUTE OF MANAGEMENT SCIENCE AND TECHNOLOGY,"10-15-48/5/A SANTHINAGAR, KAVALI NELLORE DISTRICT,
ANDHRA PRADESH. INDIA",MCA,PG,South-Central,Andhra Pradesh,NELLORE,KAVALI,Unaided - Private,N,"N",183
2013-2014,1-1552578262,MUTTAMSETTY VENKATA NARAYANA INSTITUTE OF COMPUTER EDUCATION & RESEARCH,"VEGAVARAM VILLAGE
JANGAREDDYGUDEM MANDAL
WEST GODAVARI DISTRCIT
PIN:534447

PROPOSED ADDRESS
ELURU BYPASS ROAD
TANGELLAMUDI
ELURU",MCA,PG,South-Central,Andhra Pradesh,WEST GODAVARI,JANGAREDDYGUDEM,Unaided - Private,N,"N",184
2013-2014,1-1552578262,MUTTAMSETTY VENKATA NARAYANA INSTITUTE OF COMPUTER EDUCATION & RESEARCH,"VEGAVARAM VILLAGE
JANGAREDDYGUDEM MANDAL
WEST GODAVARI DISTRCIT
PIN:534447

PROPOSED ADDRESS
ELURU BYPASS ROAD
TANGELLAMUDI
ELURU",MANAGEMENT,PG,South-Central,Andhra Pradesh,WEST GODAVARI,JANGAREDDYGUDEM,Unaided - Private,N,"N",185
2013-2014,1-1496966862,MALLA REDDY INSTITUTE OF MANAGEMENT AND TECHNOLOGY,"MAISAMMA GUDA, DHULLAPALLY POST (VIA) HAKIMPET, MEDCHAL, SECUNDERABAD",MANAGEMENT,PG,South-Central,Telangana,RANGAREDDI,HYDERABAD,Unaided - Private,N,"N",186
